datetime,date,jd,doy,flux,se,soilt,vsm,time,site,drainage
NA,7/29/96,211,576,207.29,20.43,15.9,0.26,NA,NWN,well drained
NA,7/29/96,211,576,222.18,24.98,15.7,0.24,NA,SWF,very well drained
NA,7/29/96,211,576,241.42,31.67,13.3,0.38,NA,SWM,moderately well drained
NA,7/29/96,211,576,271.71,55.03,17,0.58,NA,SWN,poorly drained
NA,7/30/96,212,577,239.77,14.5,NA,NA,NA,Farm,well drained
NA,7/30/96,212,577,216.09,21.58,NA,NA,NA,Hardwood,moderately well drained
NA,8/5/96,218,583,NA,NA,NA,NA,NA,Charlton,well drained
NA,8/5/96,218,583,NA,NA,NA,NA,NA,Dry Down,well drained
NA,8/5/96,218,583,NA,NA,NA,NA,NA,Montauk,well drained
NA,8/5/96,218,583,88.74,29.8,14.1,0.85,NA,NWF,swamp
NA,8/5/96,218,583,271.4,32.17,13,0.44,NA,NWM,moderately well drained
NA,8/5/96,218,583,288,26.66,14.9,0.3,NA,NWN,well drained
NA,8/5/96,218,583,245.98,12.72,15.5,0.3,NA,SWF,very well drained
NA,8/5/96,218,583,232.76,28.48,14.4,0.41,NA,SWM,moderately well drained
NA,8/5/96,218,583,300.65,64.1,14.1,0.73,NA,SWN,poorly drained
NA,8/7/96,220,585,281.24,23.43,NA,NA,NA,Farm,well drained
NA,8/7/96,220,585,195.56,22.02,NA,NA,NA,Hardwood,moderately well drained
NA,8/12/96,225,590,NA,NA,NA,NA,NA,Charlton,well drained
NA,8/12/96,225,590,NA,NA,NA,NA,NA,Dry Down,well drained
NA,8/12/96,225,590,NA,NA,NA,NA,NA,Montauk,well drained
NA,8/12/96,225,590,84.45,22.19,14.2,0.8,NA,NWF,swamp
NA,8/12/96,225,590,192.83,14.86,13.1,0.38,NA,NWM,moderately well drained
NA,8/12/96,225,590,159.61,14.5,14.6,0.24,NA,NWN,well drained
NA,8/12/96,225,590,182.94,18.62,15.3,0.2,NA,SWF,very well drained
NA,8/12/96,225,590,164.19,11.96,14.3,0.37,NA,SWM,moderately well drained
NA,8/12/96,225,590,255.26,21.14,14.3,0.47,NA,SWN,poorly drained
NA,8/14/96,227,592,167.82,18.53,NA,NA,NA,Farm,well drained
NA,8/14/96,227,592,184.5,9.03,NA,NA,NA,Hardwood,moderately well drained
NA,8/19/96,232,597,NA,NA,NA,NA,NA,Charlton,well drained
NA,8/19/96,232,597,NA,NA,NA,NA,NA,Dry Down,well drained
NA,8/19/96,232,597,NA,NA,NA,NA,NA,Montauk,well drained
NA,8/19/96,232,597,97.06,28.67,14.2,0.76,NA,NWF,swamp
NA,8/19/96,232,597,277.26,29.59,13.5,0.35,NA,NWM,moderately well drained
NA,8/19/96,232,597,295.51,30.97,15,0.19,NA,NWN,well drained
NA,8/19/96,232,597,254.28,10.2,15.4,0.15,NA,SWF,very well drained
NA,8/19/96,232,597,260.74,24.1,14.9,0.32,NA,SWM,moderately well drained
NA,8/19/96,232,597,290.1,57.9,15,0.41,NA,SWN,poorly drained
NA,8/20/96,233,598,140.42,8.78,NA,NA,NA,Farm,well drained
NA,8/20/96,233,598,203.66,27.1,NA,NA,NA,Hardwood,moderately well drained
NA,9/5/96,249,614,NA,NA,NA,NA,NA,Charlton,well drained
NA,9/5/96,249,614,NA,NA,NA,NA,NA,Dry Down,well drained
NA,9/5/96,249,614,NA,NA,NA,NA,NA,Montauk,well drained
NA,9/5/96,249,614,138.39,32.75,16.8,0.66,NA,NWF,swamp
NA,9/5/96,249,614,191.96,25.78,16.1,0.24,NA,NWM,moderately well drained
NA,9/5/96,249,614,139.85,20.45,18.5,0.14,NA,NWN,well drained
NA,9/5/96,249,614,154.28,26.21,19.3,0.11,NA,SWF,very well drained
NA,9/5/96,249,614,159.99,17.51,17.7,0.26,NA,SWM,moderately well drained
NA,9/5/96,249,614,281.52,41.39,17.5,0.29,NA,SWN,poorly drained
NA,9/6/96,250,615,127.62,5.91,NA,NA,NA,Farm,well drained
NA,9/6/96,250,615,158.65,21.29,NA,NA,NA,Hardwood,moderately well drained
NA,9/21/96,265,630,NA,NA,NA,NA,NA,Charlton,well drained
NA,9/21/96,265,630,NA,NA,NA,NA,NA,Dry Down,well drained
NA,9/21/96,265,630,NA,NA,NA,NA,NA,Montauk,well drained
NA,9/21/96,265,630,58.48,9.97,12.5,0.87,NA,NWF,swamp
NA,9/21/96,265,630,154.19,17.66,12.3,0.37,NA,NWM,moderately well drained
NA,9/21/96,265,630,148.45,31.2,12.6,0.25,NA,NWN,well drained
NA,9/21/96,265,630,113.3,11.37,12.8,0.24,NA,SWF,very well drained
NA,9/21/96,265,630,110.22,6.36,13,0.34,NA,SWM,moderately well drained
NA,9/21/96,265,630,153.64,23.78,13.1,0.58,NA,SWN,poorly drained
NA,9/22/96,266,631,129.38,20.93,NA,NA,NA,Farm,well drained
NA,9/22/96,266,631,155.4,12.07,NA,NA,NA,Hardwood,moderately well drained
NA,10/11/96,285,650,68.53,3.85,NA,NA,NA,Farm,well drained
NA,10/11/96,285,650,62.37,4.78,NA,NA,NA,Hardwood,moderately well drained
NA,10/12/96,286,651,NA,NA,NA,NA,NA,Charlton,well drained
NA,10/12/96,286,651,NA,NA,NA,NA,NA,Dry Down,well drained
NA,10/12/96,286,651,NA,NA,NA,NA,NA,Montauk,well drained
NA,10/12/96,286,651,30.44,3.61,6,0.74,NA,NWF,swamp
NA,10/12/96,286,651,50.77,6.35,8.2,0.42,NA,NWM,moderately well drained
NA,10/12/96,286,651,57.83,7.61,7.7,0.29,NA,NWN,well drained
NA,10/12/96,286,651,71.63,7.56,8.3,0.28,NA,SWF,very well drained
NA,10/12/96,286,651,64.42,2.9,8.5,0.48,NA,SWM,moderately well drained
NA,10/12/96,286,651,82.1,13.4,8.3,0.78,NA,SWN,poorly drained
NA,10/28/96,302,667,NA,NA,NA,NA,NA,Charlton,well drained
NA,10/28/96,302,667,NA,NA,NA,NA,NA,Dry Down,well drained
NA,10/28/96,302,667,NA,NA,NA,NA,NA,Montauk,well drained
NA,10/28/96,302,667,57.38,11.49,6.6,0.76,NA,NWF,swamp
NA,10/28/96,302,667,113,11.78,10.4,0.43,NA,NWM,moderately well drained
NA,10/28/96,302,667,89.37,12.87,10.5,0.29,NA,NWN,well drained
NA,10/28/96,302,667,113.37,14.8,10.9,0.28,NA,SWF,very well drained
NA,10/28/96,302,667,102.39,5.53,10.8,0.4,NA,SWM,moderately well drained
NA,10/28/96,302,667,116.15,20.17,10.7,0.65,NA,SWN,poorly drained
NA,10/29/96,302,667,53.56,3.1,NA,NA,NA,Farm,well drained
NA,10/29/96,302,667,45.72,3.38,NA,NA,NA,Hardwood,moderately well drained
NA,11/14/96,319,684,NA,NA,NA,NA,NA,Charlton,well drained
NA,11/14/96,319,684,NA,NA,NA,NA,NA,Dry Down,well drained
NA,11/14/96,319,684,NA,NA,NA,NA,NA,Montauk,well drained
NA,11/14/96,319,684,13.8,4.02,3,1.03,NA,NWF,swamp
NA,11/14/96,319,684,22.43,3.33,6.2,0.45,NA,NWM,moderately well drained
NA,11/14/96,319,684,28.06,2.95,4.6,0.29,NA,NWN,well drained
NA,11/14/96,319,684,30.86,3.93,4.2,0.28,NA,SWF,very well drained
NA,11/14/96,319,684,26.71,2.67,5.1,0.41,NA,SWM,moderately well drained
NA,11/14/96,319,684,30.43,0.51,3.6,0.62,NA,SWN,poorly drained
NA,11/15/96,320,685,16.72,0.73,NA,NA,NA,Farm,well drained
NA,11/15/96,320,685,16.2,1.79,NA,NA,NA,Hardwood,moderately well drained
NA,12/2/96,337,702,34.91,2.5,NA,NA,NA,Farm,well drained
NA,12/2/96,337,702,40.93,8.71,NA,NA,NA,Hardwood,moderately well drained
NA,12/3/96,338,703,NA,NA,NA,NA,NA,Charlton,well drained
NA,12/3/96,338,703,NA,NA,NA,NA,NA,Dry Down,well drained
NA,12/3/96,338,703,NA,NA,NA,NA,NA,Montauk,well drained
NA,12/3/96,338,703,24.22,4.79,2.7,1.08,NA,NWF,swamp
NA,12/3/96,338,703,31.39,1.33,4.7,0.47,NA,NWM,moderately well drained
NA,12/3/96,338,703,38.37,4.52,6.5,0.32,NA,NWN,well drained
NA,12/3/96,338,703,30.1,2.44,4.2,0.31,NA,SWF,very well drained
NA,12/3/96,338,703,31.69,3.42,4.7,0.46,NA,SWM,moderately well drained
NA,12/3/96,338,703,41.02,4.99,5.1,0.74,NA,SWN,poorly drained
NA,12/22/96,357,722,NA,NA,NA,NA,NA,Charlton,well drained
NA,12/22/96,357,722,NA,NA,NA,NA,NA,Dry Down,well drained
NA,12/22/96,357,722,9.55,0.1,NA,NA,NA,Farm,well drained
NA,12/22/96,357,722,13.04,NA,NA,NA,NA,Hardwood,moderately well drained
NA,12/22/96,357,722,NA,NA,NA,NA,NA,Montauk,well drained
NA,12/22/96,357,722,NA,NA,NA,1.03,NA,NWF,swamp
NA,12/22/96,357,722,13.66,0.93,2.3,0.44,NA,NWM,moderately well drained
NA,12/22/96,357,722,13,NA,0.4,0.29,NA,NWN,well drained
NA,12/22/96,357,722,12.26,1.52,1.4,0.28,NA,SWF,very well drained
NA,12/22/96,357,722,14.97,1.86,1.9,0.43,NA,SWM,moderately well drained
NA,12/22/96,357,722,19.52,6.83,1.3,0.66,NA,SWN,poorly drained
NA,1/14/97,14,745,NA,NA,NA,NA,NA,Charlton,well drained
NA,1/14/97,14,745,NA,NA,NA,NA,NA,Dry Down,well drained
NA,1/14/97,14,745,11.67,1.06,NA,NA,NA,Farm,well drained
NA,1/14/97,14,745,11.16,3.32,NA,NA,NA,Hardwood,moderately well drained
NA,1/14/97,14,745,NA,NA,NA,NA,NA,Montauk,well drained
NA,1/14/97,14,745,NA,NA,NA,0.8,NA,NWF,swamp
NA,1/14/97,14,745,7.11,2.2,2.8,0.37,NA,NWM,moderately well drained
NA,1/14/97,14,745,15.4,4.68,1.8,0.23,NA,NWN,well drained
NA,1/14/97,14,745,9.68,1.01,0.9,0.22,NA,SWF,very well drained
NA,1/14/97,14,745,12.15,1.17,1.1,0.34,NA,SWM,moderately well drained
NA,1/14/97,14,745,19.14,NA,0.6,0.61,NA,SWN,poorly drained
NA,2/6/97,37,768,NA,NA,NA,NA,NA,Charlton,well drained
NA,2/6/97,37,768,NA,NA,NA,NA,NA,Dry Down,well drained
NA,2/6/97,37,768,NA,NA,NA,NA,NA,Farm,well drained
NA,2/6/97,37,768,6.78,2.05,NA,NA,NA,Hardwood,moderately well drained
NA,2/6/97,37,768,NA,NA,NA,NA,NA,Montauk,well drained
NA,2/6/97,37,768,NA,NA,NA,NA,NA,NWF,swamp
NA,2/6/97,37,768,NA,NA,NA,0.25,NA,NWM,moderately well drained
NA,2/6/97,37,768,10.51,2.26,NA,0.21,NA,NWN,well drained
NA,2/6/97,37,768,NA,NA,NA,0.18,NA,SWF,very well drained
NA,2/6/97,37,768,NA,NA,NA,0.27,NA,SWM,moderately well drained
NA,2/6/97,37,768,NA,NA,NA,0.4,NA,SWN,poorly drained
NA,3/6/97,65,796,10.14,3.83,NA,NA,NA,Farm,well drained
NA,3/6/97,65,796,5.94,1.19,NA,NA,NA,Hardwood,moderately well drained
NA,3/7/97,66,797,NA,NA,NA,NA,NA,Charlton,well drained
NA,3/7/97,66,797,NA,NA,NA,NA,NA,Dry Down,well drained
NA,3/7/97,66,797,NA,NA,NA,NA,NA,Montauk,well drained
NA,3/7/97,66,797,2.36,1.55,0.5,NA,NA,NWF,swamp
NA,3/7/97,66,797,4.29,1.53,1.1,0.27,NA,NWM,moderately well drained
NA,3/7/97,66,797,8.23,0.49,0.4,0.29,NA,NWN,well drained
NA,3/7/97,66,797,8.77,1.87,0.4,0.27,NA,SWF,very well drained
NA,3/7/97,66,797,9.2,0.76,0.4,0.38,NA,SWM,moderately well drained
NA,3/7/97,66,797,6.76,1.45,0.4,0.41,NA,SWN,poorly drained
NA,4/22/97,112,843,NA,NA,NA,NA,NA,Charlton,well drained
NA,4/22/97,112,843,NA,NA,NA,NA,NA,Dry Down,well drained
NA,4/22/97,112,843,NA,NA,NA,NA,NA,Montauk,well drained
NA,4/22/97,112,843,25.16,1.51,3.3,1.04,NA,NWF,swamp
NA,4/22/97,112,843,35.57,5.22,3.1,0.42,NA,NWM,moderately well drained
NA,4/22/97,112,843,46.77,4.77,5.2,0.29,NA,NWN,well drained
NA,4/22/97,112,843,41.37,3.89,6.2,0.29,NA,SWF,very well drained
NA,4/22/97,112,843,56.57,13.5,5.9,0.4,NA,SWM,moderately well drained
NA,4/22/97,112,843,57.96,4.52,5.9,0.68,NA,SWN,poorly drained
NA,4/23/97,113,844,38.12,2.52,NA,NA,NA,Farm,well drained
NA,4/23/97,113,844,27.33,2.78,NA,NA,NA,Hardwood,moderately well drained
NA,5/7/97,127,858,NA,NA,NA,NA,NA,Charlton,well drained
NA,5/7/97,127,858,NA,NA,NA,NA,NA,Dry Down,well drained
NA,5/7/97,127,858,NA,NA,NA,NA,NA,Montauk,well drained
NA,5/7/97,127,858,29.83,3.04,5,1.06,NA,NWF,swamp
NA,5/7/97,127,858,33.57,3.49,4.8,0.48,NA,NWM,moderately well drained
NA,5/7/97,127,858,73.47,11.42,6.5,0.32,NA,NWN,well drained
NA,5/7/97,127,858,59.91,7.67,5.9,0.27,NA,SWF,very well drained
NA,5/7/97,127,858,53.66,4.72,6.1,0.42,NA,SWM,moderately well drained
NA,5/7/97,127,858,54.19,5.69,6.2,0.81,NA,SWN,poorly drained
NA,5/8/97,128,859,25.12,2.71,NA,NA,NA,Farm,well drained
NA,5/8/97,128,859,18.51,2.04,NA,NA,NA,Hardwood,moderately well drained
NA,5/21/97,141,872,55.79,3.15,NA,NA,NA,Farm,well drained
NA,5/21/97,141,872,42.37,4.61,NA,NA,NA,Hardwood,moderately well drained
NA,5/22/97,142,873,NA,NA,NA,NA,NA,Charlton,well drained
NA,5/22/97,142,873,NA,NA,NA,NA,NA,Dry Down,well drained
NA,5/22/97,142,873,NA,NA,NA,NA,NA,Montauk,well drained
NA,5/22/97,142,873,20.84,2.55,6.1,0.98,NA,NWF,swamp
NA,5/22/97,142,873,33.42,3.69,6.6,0.47,NA,NWM,moderately well drained
NA,5/22/97,142,873,47.6,6.11,8.2,0.33,NA,NWN,well drained
NA,5/22/97,142,873,49.39,4.36,9.2,0.28,NA,SWF,very well drained
NA,5/22/97,142,873,54.14,5.13,8.4,0.4,NA,SWM,moderately well drained
NA,5/22/97,142,873,56.16,9.63,8.6,0.79,NA,SWN,poorly drained
NA,6/3/97,154,885,NA,NA,NA,NA,NA,Charlton,well drained
NA,6/3/97,154,885,NA,NA,NA,NA,NA,Dry Down,well drained
NA,6/3/97,154,885,NA,NA,NA,NA,NA,Montauk,well drained
NA,6/3/97,154,885,42.41,8.06,11.1,0.83,NA,NWF,swamp
NA,6/3/97,154,885,60.61,1.84,9.7,0.45,NA,NWM,moderately well drained
NA,6/3/97,154,885,62.48,7.59,10.9,0.28,NA,NWN,well drained
NA,6/3/97,154,885,60.96,6.13,10.5,0.24,NA,SWF,very well drained
NA,6/3/97,154,885,82.84,7.44,10.5,0.35,NA,SWM,moderately well drained
NA,6/3/97,154,885,66.48,13.54,11,0.61,NA,SWN,poorly drained
NA,6/4/97,155,886,64.14,4.23,NA,NA,NA,Farm,well drained
NA,6/4/97,155,886,45.59,7.05,NA,NA,NA,Hardwood,moderately well drained
NA,6/9/97,160,891,NA,NA,NA,NA,NA,Charlton,well drained
NA,6/9/97,160,891,NA,NA,NA,NA,NA,Dry Down,well drained
NA,6/9/97,160,891,NA,NA,NA,NA,NA,Montauk,well drained
NA,6/9/97,160,891,61.34,9.23,11.3,0.9,NA,NWF,swamp
NA,6/9/97,160,891,109.24,11.36,9.9,0.4,NA,NWM,moderately well drained
NA,6/9/97,160,891,81.45,6.76,11.4,0.16,NA,NWN,well drained
NA,6/9/97,160,891,68.99,8.82,11.1,0.21,NA,SWF,very well drained
NA,6/9/97,160,891,79.37,10.11,10.8,0.33,NA,SWM,moderately well drained
NA,6/9/97,160,891,128.89,19.7,11.3,0.43,NA,SWN,poorly drained
NA,6/10/97,161,892,81.63,8.58,NA,NA,NA,Farm,well drained
NA,6/10/97,161,892,60.34,6.93,NA,NA,NA,Hardwood,moderately well drained
NA,6/16/97,167,898,NA,NA,NA,NA,NA,Charlton,well drained
NA,6/16/97,167,898,NA,NA,NA,NA,NA,Dry Down,well drained
NA,6/16/97,167,898,NA,NA,NA,NA,NA,Montauk,well drained
NA,6/16/97,167,898,59.65,10.68,12.9,0.78,NA,NWF,swamp
NA,6/16/97,167,898,77.82,7.39,11.4,0.35,NA,NWM,moderately well drained
NA,6/16/97,167,898,72.19,14.04,12.6,0.19,NA,NWN,well drained
NA,6/16/97,167,898,72.94,9.71,12.5,0.16,NA,SWF,very well drained
NA,6/16/97,167,898,77.23,12.95,11.8,0.3,NA,SWM,moderately well drained
NA,6/16/97,167,898,99.1,11.84,12.4,0.37,NA,SWN,poorly drained
NA,6/17/97,168,899,98.46,9.9,NA,NA,NA,Farm,well drained
NA,6/17/97,168,899,71.65,12.15,NA,NA,NA,Hardwood,moderately well drained
NA,6/23/97,174,905,NA,NA,NA,NA,NA,Charlton,well drained
NA,6/23/97,174,905,NA,NA,NA,NA,NA,Dry Down,well drained
NA,6/23/97,174,905,NA,NA,NA,NA,NA,Montauk,well drained
NA,6/23/97,174,905,68.72,13.77,15.7,0.78,NA,NWF,swamp
NA,6/23/97,174,905,105.6,9.4,13.8,0.36,NA,NWM,moderately well drained
NA,6/23/97,174,905,122.83,12.5,15.5,0.23,NA,NWN,well drained
NA,6/23/97,174,905,130.89,11.61,16.4,0.16,NA,SWF,very well drained
NA,6/23/97,174,905,143.19,12.12,15.1,0.3,NA,SWM,moderately well drained
NA,6/23/97,174,905,184.64,25.99,14.9,0.41,NA,SWN,poorly drained
NA,6/25/97,176,907,169.24,7.94,NA,NA,NA,Farm,well drained
NA,6/25/97,176,907,146.86,20.24,NA,NA,NA,Hardwood,moderately well drained
NA,6/30/97,181,912,NA,NA,NA,NA,NA,Charlton,well drained
NA,6/30/97,181,912,NA,NA,NA,NA,NA,Dry Down,well drained
NA,6/30/97,181,912,NA,NA,NA,NA,NA,Montauk,well drained
NA,6/30/97,181,912,83.79,15.68,16.2,0.72,NA,NWF,swamp
NA,6/30/97,181,912,154.01,24.83,14.3,0.31,NA,NWM,moderately well drained
NA,6/30/97,181,912,128.88,25.66,16.2,0.16,NA,NWN,well drained
NA,6/30/97,181,912,116.09,13.1,16.4,0.13,NA,SWF,very well drained
NA,6/30/97,181,912,151.35,40.61,15.5,0.27,NA,SWM,moderately well drained
NA,6/30/97,181,912,237.26,38.25,15.7,0.36,NA,SWN,poorly drained
NA,7/1/97,182,913,139.76,15.76,NA,NA,NA,Farm,well drained
NA,7/1/97,182,913,127.71,24.08,NA,NA,NA,Hardwood,moderately well drained
NA,7/7/97,188,919,149.67,13.98,NA,NA,NA,Farm,well drained
NA,7/7/97,188,919,191.21,40.55,NA,NA,NA,Hardwood,moderately well drained
NA,7/8/97,189,920,NA,NA,NA,NA,NA,Charlton,well drained
NA,7/8/97,189,920,NA,NA,NA,NA,NA,Dry Down,well drained
NA,7/8/97,189,920,NA,NA,NA,NA,NA,Montauk,well drained
NA,7/8/97,189,920,91.6,25.19,17,0.74,NA,NWF,swamp
NA,7/8/97,189,920,155.66,13.17,16,0.36,NA,NWM,moderately well drained
NA,7/8/97,189,920,194.39,22.17,17.5,0.23,NA,NWN,well drained
NA,7/8/97,189,920,187.97,14.8,18.9,0.19,NA,SWF,very well drained
NA,7/8/97,189,920,219.18,27.92,17.8,0.29,NA,SWM,moderately well drained
NA,7/8/97,189,920,244.39,49.97,17.5,0.38,NA,SWN,poorly drained
NA,7/14/97,195,926,NA,NA,NA,NA,NA,Charlton,well drained
NA,7/14/97,195,926,NA,NA,NA,NA,NA,Dry Down,well drained
NA,7/14/97,195,926,NA,NA,NA,NA,NA,Montauk,well drained
NA,7/14/97,195,926,117.8,23.74,18.9,0.74,NA,NWF,swamp
NA,7/14/97,195,926,223.08,42.63,18,0.36,NA,NWM,moderately well drained
NA,7/14/97,195,926,204.42,33.43,19.7,0.24,NA,NWN,well drained
NA,7/14/97,195,926,211.55,16.7,20.7,0.2,NA,SWF,very well drained
NA,7/14/97,195,926,219.47,10.4,20.4,0.29,NA,SWM,moderately well drained
NA,7/14/97,195,926,274.99,68.95,18.8,0.43,NA,SWN,poorly drained
NA,7/15/97,196,927,224.13,20.47,NA,NA,NA,Farm,well drained
NA,7/15/97,196,927,207.95,34.9,NA,NA,NA,Hardwood,moderately well drained
NA,7/23/97,204,935,NA,NA,NA,NA,NA,Charlton,well drained
NA,7/23/97,204,935,NA,NA,NA,NA,NA,Dry Down,well drained
NA,7/23/97,204,935,NA,NA,NA,NA,NA,Montauk,well drained
NA,7/23/97,204,935,98.66,23.23,15.6,0.71,NA,NWF,swamp
NA,7/23/97,204,935,139.35,19.72,14.3,0.33,NA,NWM,moderately well drained
NA,7/23/97,204,935,140.25,19.96,15.8,0.18,NA,NWN,well drained
NA,7/23/97,204,935,131.71,9.45,16.1,0.15,NA,SWF,very well drained
NA,7/23/97,204,935,148.93,10.33,15.3,0.25,NA,SWM,moderately well drained
NA,7/23/97,204,935,200.34,44.94,15.6,0.36,NA,SWN,poorly drained
NA,7/24/97,205,936,115.85,10,NA,NA,NA,Farm,well drained
NA,7/24/97,205,936,131.09,21.28,NA,NA,NA,Hardwood,moderately well drained
NA,7/29/97,210,941,164.52,27.4,NA,NA,NA,Farm,well drained
NA,7/29/97,210,941,136.75,14.5,NA,NA,NA,Hardwood,moderately well drained
NA,7/30/97,211,942,NA,NA,NA,NA,NA,Charlton,well drained
NA,7/30/97,211,942,NA,NA,NA,NA,NA,Dry Down,well drained
NA,7/30/97,211,942,NA,NA,NA,NA,NA,Montauk,well drained
NA,7/30/97,211,942,76.47,17.44,15.3,0.67,NA,NWF,swamp
NA,7/30/97,211,942,144.82,12.91,14,0.28,NA,NWM,moderately well drained
NA,7/30/97,211,942,141.48,16.87,15.3,0.18,NA,NWN,well drained
NA,7/30/97,211,942,157.56,21.42,16.5,0.15,NA,SWF,very well drained
NA,7/30/97,211,942,156.06,12.94,15.8,0.23,NA,SWM,moderately well drained
NA,7/30/97,211,942,236.88,23.52,15.4,0.33,NA,SWN,poorly drained
NA,8/4/97,216,947,111.16,7.21,NA,NA,NA,Farm,well drained
NA,8/4/97,216,947,149.51,26.69,NA,NA,NA,Hardwood,moderately well drained
NA,8/5/97,217,948,NA,NA,NA,NA,NA,Charlton,well drained
NA,8/5/97,217,948,NA,NA,NA,NA,NA,Dry Down,well drained
NA,8/5/97,217,948,NA,NA,NA,NA,NA,Montauk,well drained
NA,8/5/97,217,948,99.55,20.5,15.4,0.64,NA,NWF,swamp
NA,8/5/97,217,948,173.87,8.08,14.4,0.31,NA,NWM,moderately well drained
NA,8/5/97,217,948,169.41,16.56,15.7,0.23,NA,NWN,well drained
NA,8/5/97,217,948,178.98,22.09,15.4,0.26,NA,SWF,very well drained
NA,8/5/97,217,948,180.37,33.1,15.3,0.27,NA,SWM,moderately well drained
NA,8/5/97,217,948,221.29,27.35,15.4,0.36,NA,SWN,poorly drained
NA,8/11/97,223,954,166.12,7.3,NA,NA,NA,Farm,well drained
NA,8/11/97,223,954,176.74,15.11,NA,NA,NA,Hardwood,moderately well drained
NA,8/12/97,224,955,NA,NA,NA,NA,NA,Charlton,well drained
NA,8/12/97,224,955,NA,NA,NA,NA,NA,Dry Down,well drained
NA,8/12/97,224,955,NA,NA,NA,NA,NA,Montauk,well drained
NA,8/12/97,224,955,93.76,23.97,17.2,0.8,NA,NWF,swamp
NA,8/12/97,224,955,181.73,20.74,16.3,0.35,NA,NWM,moderately well drained
NA,8/12/97,224,955,198.7,25.38,17.6,0.26,NA,NWN,well drained
NA,8/12/97,224,955,220.35,29.46,18.2,0.26,NA,SWF,very well drained
NA,8/12/97,224,955,225.48,22.54,17.3,0.28,NA,SWM,moderately well drained
NA,8/12/97,224,955,282.33,32.89,17.4,0.35,NA,SWN,poorly drained
NA,8/18/97,230,961,NA,NA,NA,NA,NA,Charlton,well drained
NA,8/18/97,230,961,NA,NA,NA,NA,NA,Dry Down,well drained
NA,8/18/97,230,961,NA,NA,NA,NA,NA,Montauk,well drained
NA,8/18/97,230,961,97.21,25.92,17,0.67,NA,NWF,swamp
NA,8/18/97,230,961,169.81,10.11,15.8,0.36,NA,NWM,moderately well drained
NA,8/18/97,230,961,208.22,35.45,17.1,0.24,NA,NWN,well drained
NA,8/18/97,230,961,218.47,31.93,17.3,0.25,NA,SWF,very well drained
NA,8/18/97,230,961,216.28,13.26,16.9,0.29,NA,SWM,moderately well drained
NA,8/18/97,230,961,272.18,25.19,17,0.36,NA,SWN,poorly drained
NA,8/19/97,231,962,162.64,15.55,NA,NA,NA,Farm,well drained
NA,8/19/97,231,962,187.16,37.2,NA,NA,NA,Hardwood,moderately well drained
NA,8/25/97,237,968,164.5,11.61,NA,NA,NA,Farm,well drained
NA,8/25/97,237,968,177.42,21.74,NA,NA,NA,Hardwood,moderately well drained
NA,8/26/97,238,969,NA,NA,NA,NA,NA,Charlton,well drained
NA,8/26/97,238,969,NA,NA,NA,NA,NA,Dry Down,well drained
NA,8/26/97,238,969,NA,NA,NA,NA,NA,Montauk,well drained
NA,8/26/97,238,969,89.15,22.11,15.1,0.67,NA,NWF,swamp
NA,8/26/97,238,969,179.73,25.02,14.3,0.34,NA,NWM,moderately well drained
NA,8/26/97,238,969,162.46,22.07,15.2,0.24,NA,NWN,well drained
NA,8/26/97,238,969,187.25,14.12,16.2,0.21,NA,SWF,very well drained
NA,8/26/97,238,969,211.99,24.52,15.7,0.28,NA,SWM,moderately well drained
NA,8/26/97,238,969,240.4,30.44,15.3,0.34,NA,SWN,poorly drained
NA,9/8/97,251,982,NA,NA,NA,NA,NA,Charlton,well drained
NA,9/8/97,251,982,NA,NA,NA,NA,NA,Dry Down,well drained
NA,9/8/97,251,982,NA,NA,NA,NA,NA,Montauk,well drained
NA,9/8/97,251,982,103.56,24.2,15.2,0.62,NA,NWF,swamp
NA,9/8/97,251,982,162.02,10.51,14.6,0.29,NA,NWM,moderately well drained
NA,9/8/97,251,982,152.48,21.15,15.3,0.17,NA,NWN,well drained
NA,9/8/97,251,982,158.52,13.96,15.9,0.16,NA,SWF,very well drained
NA,9/8/97,251,982,170.4,25.71,15.4,0.22,NA,SWM,moderately well drained
NA,9/8/97,251,982,194.28,16.89,15.4,0.27,NA,SWN,poorly drained
NA,9/9/97,252,983,121.5,12.4,NA,NA,NA,Farm,well drained
NA,9/9/97,252,983,133.76,13.87,NA,NA,NA,Hardwood,moderately well drained
NA,9/22/97,265,996,NA,NA,NA,NA,NA,Charlton,well drained
NA,9/22/97,265,996,NA,NA,NA,NA,NA,Dry Down,well drained
NA,9/22/97,265,996,NA,NA,NA,NA,NA,Montauk,well drained
NA,9/22/97,265,996,42.67,10.1,11.4,0.6,NA,NWF,swamp
NA,9/22/97,265,996,77.12,9.99,10.4,0.26,NA,NWM,moderately well drained
NA,9/22/97,265,996,101.14,15.44,11.2,0.16,NA,NWN,well drained
NA,9/22/97,265,996,102.51,12.95,12.1,0.14,NA,SWF,very well drained
NA,9/22/97,265,996,133.52,24.08,11.9,0.2,NA,SWM,moderately well drained
NA,9/22/97,265,996,140.08,22.58,11.6,0.22,NA,SWN,poorly drained
NA,9/23/97,266,997,88.67,7.07,NA,NA,NA,Farm,well drained
NA,9/23/97,266,997,100.28,10.5,NA,NA,NA,Hardwood,moderately well drained
NA,10/7/97,280,1011,NA,NA,NA,NA,NA,Charlton,well drained
NA,10/7/97,280,1011,NA,NA,NA,NA,NA,Dry Down,well drained
