year,site,plot,date,rep,stage1,stage2,stage3,stage4,stage5,average,overall
6,3,7,220,2,3,5,,,,4,4.5
6,3,7,227,2,5,6,,,,5.5,5.5
6,3,7,234,2,5,6,,,,5.5,5.5
6,3,7,241,2,5,6,,,,5.5,5.75
6,3,7,247,2,5,6,,,,5.5,5.75
6,3,7,178,3,0,,,,,0,0
6,3,7,186,3,1,,,,,1,1
6,3,7,192,3,1,,,,,1,1
6,3,7,200,3,1,,,,,1,1
6,3,7,206,3,2,,,,,2,2
6,3,7,214,3,2,,,,,2,2
6,3,7,220,3,3,4,5,,,4,4
6,3,7,227,3,3,5,6,,,4.666666667,5.25
6,3,7,234,3,3,5,6,,,4.666666667,5.25
6,3,7,241,3,3,5,6,,,4.666666667,5.25
6,3,7,247,3,5,6,,,,5.5,5.25
6,3,7,178,4,0,,,,,0,0
6,3,7,186,4,1,,,,,1,1
6,3,7,192,4,1,,,,,1,1
6,3,7,200,4,1,,,,,1,1
6,3,7,206,4,2,,,,,2,2
6,3,7,214,4,2,,,,,2,2
6,3,7,220,4,3,4,,,,3.5,3.5
6,3,7,227,4,3,5,,,,4,4.75
6,3,7,234,4,3,5,,,,4,4.75
6,3,7,241,4,5,,,,,5,5
6,3,7,247,4,5,6,,,,5.5,5.25
6,3,7,171,5,0,,,,,0,0
6,3,7,178,5,1,,,,,1,1
6,3,7,186,5,1,,,,,1,1
6,3,7,192,5,1,,,,,1,1
6,3,7,200,5,2,,,,,2,2
6,3,7,206,5,2,,,,,2,2
6,3,7,214,5,2,3,,,,2.5,2.75
6,3,7,220,5,3,5,,,,4,4.5
6,3,7,227,5,5,6,,,,5.5,5.5
6,3,7,234,5,5,6,,,,5.5,5.25
6,3,7,241,5,5,6,,,,5.5,5.5
6,3,7,247,5,6,,,,,6,6
6,3,8,171,1,0,,,,,0,0
6,3,8,178,1,1,,,,,1,1
6,3,8,186,1,1,,,,,1,1
6,3,8,192,1,1,,,,,1,1
6,3,8,200,1,1,,,,,1,1
6,3,8,206,1,2,,,,,2,2
6,3,8,214,1,2,,,,,2,2
6,3,8,220,1,2,3,,,,2.5,2.5
6,3,8,227,1,3,4,5,,,4,4
6,3,8,234,1,5,6,,,,5.5,5.25
6,3,8,241,1,5,6,,,,5.5,5.25
6,3,8,247,1,5,6,,,,5.5,5.25
6,3,8,178,2,0,,,,,0,0
6,3,8,186,2,1,,,,,1,1
6,3,8,192,2,1,,,,,1,1
6,3,8,200,2,2,,,,,2,2
6,3,8,206,2,2,,,,,2,2
6,3,8,214,2,3, ,,,,3,3
6,3,8,220,2,3,4,5,,,4,4
6,3,8,227,2,2,5,,,,3.5,4.75
6,3,8,234,2,5,6,,,,5.5,5.25
6,3,8,241,2,5,6,,,,5.5,5.25
6,3,8,247,2,5,6,,,,5.5,5.25
6,3,8,171,3,0,,,,,0,0
6,3,8,178,3,1,,,,,1,1
6,3,8,186,3,1,,,,,1,1
6,3,8,192,3,1,,,,,1,1
6,3,8,200,3,2,,,,,2,2
6,3,8,206,3,2,,,,,2,2
6,3,8,214,3,3, ,,,,3,3
6,3,8,220,3,3,4,5,,,4,4
6,3,8,227,3,3,5,,,,4,4.75
6,3,8,234,3,5,6,,,,5.5,5.25
6,3,8,241,3,5,6,,,,5.5,5.25
6,3,8,247,3,5,6,,,,5.5,5.5
6,3,8,171,4,0,,,,,0,0
6,3,8,178,4,1,,,,,1,1
6,3,8,186,4,1,,,,,1,1
6,3,8,192,4,1,,,,,1,1
6,3,8,200,4,1,,,,,1,1
6,3,8,206,4,2,,,,,2,2
6,3,8,214,4,2, , ,,,2,2
6,3,8,220,4,3,5,6,,,4.666666667,5.25
6,3,8,227,4,5,6,,,,5.5,5.25
6,3,8,234,4,5,6,,,,5.5,5.25
6,3,8,241,4,5,6,,,,5.5,5.75
6,3,8,247,4,6,,,,,6,6
6,3,8,171,5,0,,,,,0,0
6,3,8,178,5,1,,,,,1,1
6,3,8,186,5,1,,,,,1,1
6,3,8,192,5,1,,,,,1,1
6,3,8,200,5,1,,,,,1,1
6,3,8,206,5,1,2,,,,1.5,1.25
6,3,8,214,5,2,3,,,,2.5,2.75
6,3,8,220,5,2,3,4,5,,3.5,3.75
6,3,8,227,5,3,5,,,,4,4.75
6,3,8,234,5,3,5,6,,,4.666666667,5
6,3,8,241,5,5,6,,,,5.5,5.25
6,3,8,247,5,5,6,,,,5.5,5.5
6,3,9,178,1,0,,,,,0,0
6,3,9,186,1,1,,,,,1,1
6,3,9,192,1,1,,,,,1,1
6,3,9,200,1,1,,,,,1,1
6,3,9,206,1,1,,,,,1,1
6,3,9,214,1,2,,,,,2,2
6,3,9,220,1,2,3,,,,2.5,2.5
6,3,9,227,1,3,4,,,,3.5,3.5
6,3,9,234,1,6,,,,,6,6
6,3,9,186,2,0,,,,,0,0
6,3,9,192,2,1,,,,,1,1
6,3,9,200,2,1,,,,,1,1
6,3,9,206,2,2,,,,,2,2
6,3,9,214,2,3,,,,,3,3
6,3,9,220,2,3,5,,,,4,1
6,3,9,227,2,3,5,6,,,4.666666667,5.25
6,3,9,234,2,5,6,,,,5.5,5.5
6,3,9,241,2,5,6,,,,5.5,5.75
6,3,9,247,2,5,6,,,,5.5,5.75
6,3,9,171,5,0,,,,,0,0
6,3,9,178,5,1,,,,,1,1
6,3,9,186,5,1,,,,,1,1
6,3,9,192,5,1,,,,,1,1
6,3,9,200,5,1,,,,,1,1
6,3,9,206,5,2,,,,,2,2
6,3,9,214,5,2,3,,,,2.5,2.25
6,3,9,220,5,3,5,6,,,4.666666667,5.5
6,3,9,227,5,5,6,,,,5.5,5.5
6,3,9,234,5,5,6,,,,5.5,5.75
6,3,9,241,5,6,,,,,6,6
6,3,10,171,1,0,,,,,0,0
6,3,10,178,1,1,,,,,1,1
6,3,10,186,1,1,,,,,1,1
6,3,10,192,1,1,,,,,1,1
6,3,10,200,1,1,,,,,1,1
6,3,10,206,1,2,,,,,2,2
6,3,10,214,1,2,3,,,,2.5,2.75
6,3,10,220,1,2,3,4,5,,3.5,3.75
6,3,10,227,1,3,5,,,,4,4.75
6,3,10,234,1,5,6,,,,5.5,5.25
6,3,10,241,1,5,6,,,,5.5,5.25
6,3,10,247,1,5,6,,,,5.5,5.25
6,3,10,171,2,0,,,,,0,0
6,3,10,178,2,1,,,,,1,1
6,3,10,186,2,1,,,,,1,1
6,3,10,192,2,1,,,,,1,1
6,3,10,200,2,1,,,,,1,1
6,3,10,206,2,1,2,,,,1.5,1.25
6,3,10,214,2,2,3,,,,2.5,2.5
6,3,10,220,2,2,3,4,5,,3.5,3.5
6,3,10,227,2,3,5,,,,4,4.75
6,3,10,234,2,3,5,6,,,4.666666667,5.25
6,3,10,241,2,3,5,6,,,4.666666667,5.25
6,3,10,247,2,5,6,,,,5.5,5.5
6,3,10,171,3,1,,,,,1,1
6,3,10,178,3,1,,,,,1,1
6,3,10,186,3,1,,,,,1,1
6,3,10,192,3,1,,,,,1,1
6,3,10,200,3,1,2,,,,1.5,1.5
6,3,10,206,3,2,,,,,2,2
6,3,10,214,3,2,3,,,,2.5,2.75
6,3,10,220,3,3,4,5,,,4,4.25
6,3,10,227,3,3,5,,,,4,4.75
6,3,10,234,3,3,5,6,,,4.666666667,5.25
6,3,10,241,3,5,6,,,,5.5,5.25
6,3,10,247,3,5,6,,,,5.5,5.25
6,3,10,171,4,1,,,,,1,1
6,3,10,178,4,1,,,,,1,1
6,3,10,186,4,1,,,,,1,1
6,3,10,192,4,1,,,,,1,1
6,3,10,200,4,1,2,,,,1.5,1.25
6,3,10,206,4,2,,,,,2,2
6,3,10,214,4,2,3,,,,2.5,2.5
6,3,10,220,4,3,4,5,,,4,4
6,3,10,227,4,3,5,,,,4,4.75
6,3,10,234,4,3,5,6,,,4.666666667,5.25
6,3,10,241,4,5,6,,,,5.5,5.25
6,3,10,247,4,5,6,,,,5.5,5.25
6,3,10,171,5,0,,,,,0,0
6,3,10,178,5,1,,,,,1,1
6,3,10,186,5,1,,,,,1,1
6,3,10,192,5,1,,,,,1,1
6,3,10,200,5,1,,,,,1,1
6,3,10,206,5,1,,,,,1,1
6,3,10,214,5,2,3,,,,2.5,2.25
6,3,10,220,5,2,3,,,,2.5,2.5
6,3,10,227,5,3,4,5,,,4,4.5
6,3,10,234,5,5,6,,,,5.5,5.5
6,3,10,241,5,5,6,,,,5.5,5.75
6,3,10,247,5,5,6,,,,5.5,5.75
6,4,1,177,1,0,,,,,0,0
6,4,1,184,1,1,,,,,1,1
6,4,1,192,1,1,,,,,1,1
6,4,1,198,1,1,,,,,1,1
6,4,1,205,1,1,,,,,1,1
6,4,1,213,1,2,3,,,,2.5,2.25
6,4,1,219,1,3,4,5,,,4,4
6,4,1,226,1,5,,,,,5,5
6,4,1,233,1,5,6,,,,5.5,5.25
6,4,1,240,1,5,6,,,,5.5,5.5
6,4,1,247,1,6,,,,,6,6
6,4,1,170,2,0,,,,,0,0
6,4,1,177,2,1,,,,,1,1
6,4,1,184,2,1,,,,,1,1
6,4,1,192,2,1,,,,,1,1
6,4,1,198,2,1,,,,,1,1
6,4,1,205,2,2,,,,,2,2
6,4,1,213,2,3,,,,,3,3
6,4,1,219,2,3,4,5,,,4,4
6,4,1,226,2,5,,,,,5,5
6,4,1,233,2,5,6,,,,5.5,5.25
6,4,1,240,2,5,6,,,,5.5,5.25
6,4,1,247,2,5,6,,,,5.5,5.25
6,4,1,177,3,0,,,,,0,0
6,4,1,184,3,1,,,,,1,1
6,4,1,192,3,1,,,,,1,1
6,4,1,198,3,1,,,,,1,1
6,4,1,205,3,2,,,,,2,2
6,4,1,213,3,2,3,,,,2.5,2.25
6,4,1,219,3,3,4,5,,,4,4
6,4,1,226,3,3,5,,,,4,4.75
6,4,1,233,3,5,6,,,,5.5,5.75
6,4,1,240,3,6,,,,,6,6
6,4,1,184,4,0,,,,,0,0
6,4,1,192,4,1,,,,,1,1
6,4,1,198,4,1,,,,,1,1
6,4,1,205,4,1,,,,,1,1
6,4,1,213,4,1,2,3,,,2,2
6,4,1,219,4,2,3,,,,2.5,2.25
6,4,1,226,4,3,4,5,,,4,4.25
6,4,1,233,4,5,6,,,,5.5,5.25
6,4,1,240,4,5,6,,,,5.5,5.25
6,4,1,247,4,5,6,,,,5.5,5.5
6,4,1,177,5,0,,,,,0,0
6,4,1,184,5,1,,,,,1,1
6,4,1,192,5,1,,,,,1,1
6,4,1,198,5,1,,,,,1,1
6,4,1,205,5,2,,,,,2,2
6,4,1,213,5,2,3,,,,2.5,2.75
6,4,1,219,5,3,4,,,,3.5,3.75
6,4,1,226,5,5,6,,,,5.5,5.25
6,4,1,233,5,5,6,,,,5.5,5.25
6,4,1,240,5,6,,,,,6,6
6,4,2,170,2,0,,,,,0,0
6,4,2,177,2,1,,,,,1,1
6,4,2,184,2,1,,,,,1,1
6,4,2,192,2,1,,,,,1,1
6,4,2,198,2,1,2,,,,1.5,1.25
6,4,2,205,2,1,2,,,,1.5,1.75
6,4,2,213,2,2,3,,,,2.5,2.25
6,4,2,219,2,3,4,5,6,,4.5,4.75
6,4,2,226,2,3,5,6,,,4.666666667,5.25
6,4,2,233,2,6,,,,,6,6
6,4,2,170,4,0,,,,,0,0
6,4,2,177,4,1,,,,,1,1
6,4,2,184,4,1,,,,,1,1
6,4,2,192,4,1,,,,,1,1
6,4,2,198,4,2,,,,,2,2
6,4,2,205,4,2,,,,,2,2
6,4,2,213,4,3,,,,,3,3
6,4,2,219,4,3,4,5,,,4,4
6,4,2,226,4,5,,,,,5,5
6,4,2,233,4,5,6,,,,5.5,5.25
6,4,2,240,4,5,6,,,,5.5,5.5
6,4,2,247,4,5,6,,,,5.5,5.5
6,4,2,184,5,0,,,,,0,0
6,4,2,192,5,1,,,,,1,1
6,4,2,198,5,1,,,,,1,1
6,4,2,205,5,1,,,,,1,1
6,4,2,213,5,2,,,,,2,2
6,4,2,219,5,3,4,5,,,4,4
6,4,2,226,5,3,5,,,,4,4.5
6,4,2,233,5,3,5,,,,4,4.75
6,4,2,240,5,5,,,,,5,5
6,4,2,247,5,6,,,,,6,6
6,4,3,184,1,0,,,,,0,0
6,4,3,192,1,1,,,,,1,1
6,4,3,198,1,1,,,,,1,1
6,4,3,205,1,1,2,,,,1.5,1.5
6,4,3,213,1,1,2,3,,,2,2
6,4,3,219,1,2,3,4,,,3,2.5
6,4,3,226,1,3,4,5,,,4,4.25
6,4,3,233,1,5,,,,,5,5
6,4,3,240,1,3,5,6,,,4.666666667,5.25
6,4,3,247,1,5,6,,,,5.5,5.25
6,4,3,184,2,0,,,,,0,0
6,4,3,192,2,1,,,,,1,1
6,4,3,198,2,1,,,,,1,1
6,4,3,205,2,1,2,,,,1.5,1.25
6,4,3,213,2,2,3,,,,2.5,2.5
6,4,3,219,2,2,3,4,5,,3.5,3
6,4,3,226,2,3,4,5,,,4,4.5
6,4,3,233,2,5,,,,,5,5
6,4,3,240,2,5,6,,,,5.5,5.25
6,4,3,247,2,5,6,,,,5.5,5.5
6,4,3,177,3,0,,,,,0,0
6,4,3,184,3,1,,,,,1,1
6,4,3,192,3,1,,,,,1,1
6,4,3,198,3,1,,,,,1,1
6,4,3,205,3,1,2,,,,1.5,1.25
6,4,3,213,3,2,3,,,,2.5,2.5
6,4,3,219,3,2,3,4,,,3,2.75
6,4,3,226,3,3,4,5,,,4,4
6,4,3,233,3,5,,,,,5,5
6,4,3,240,3,5,6,,,,5.5,5.5
6,4,3,247,3,5,6,,,,5.5,5.5
6,4,3,177,4,0,,,,,0,0
6,4,3,184,4,1,,,,,1,1
6,4,3,192,4,1,,,,,1,1
6,4,3,198,4,1,,,,,1,1
6,4,3,205,4,1,2,,,,1.5,1.25
6,4,3,213,4,1,2,,,,1.5,1.75
6,4,3,219,4,2,3,4,,,3,2.5
6,4,3,226,4,2,3,4,5,,3.5,3.5
6,4,3,233,4,3,5,6,,,4.666666667,5.25
6,4,3,240,4,5,6,,,,5.5,5.75
6,4,3,247,4,5,6,,,,5.5,5.75
6,4,3,177,5,0,,,,,0,0
6,4,3,184,5,1,,,,,1,1
6,4,3,192,5,1,,,,,1,1
6,4,3,198,5,1,,,,,1,1
6,4,3,205,5,1,2,,,,1.5,1.5
6,4,3,213,5,2,3,,,,2.5,2.5
6,4,3,219,5,2,3,4,,,3,3.25
6,4,3,226,5,3,4,5,,,4,4.25
6,4,3,233,5,3,5,,,,4,4.75
6,4,3,240,5,5,6,,,,5.5,5.25
6,4,3,247,5,5,6,,,,5.5,5.5
6,4,4,177,1,0,,,,,0,0
6,4,4,184,1,1,,,,,1,1
6,4,4,192,1,1,,,,,1,1
6,4,4,198,1,1,2,,,,1.5,1.5
6,4,4,205,1,1,2,,,,1.5,1.5
6,4,4,213,1,2,3,,,,2.5,2.5
6,4,4,219,1,3,4,5,,,4,4.25
6,4,4,226,1,3,5,,,,4,4.75
6,4,4,233,1,5,6,,,,5.5,5.5
6,4,4,240,1,6,,,,,6,6
6,4,4,177,2,0,,,,,0,0
6,4,4,184,2,1,,,,,1,1
6,4,4,192,2,1,,,,,1,1
6,4,4,198,2,1,2,,,,1.5,1.25
6,4,4,205,2,1,2,,,,1.5,1.75
6,4,4,213,2,2,3,,,,2.5,2.5
6,4,4,219,2,3,4,5,,,4,4.25
6,4,4,226,2,3,5,,,,4,4.75
6,4,4,233,2,5,6,,,,5.5,5.5
6,4,4,240,2,6,,,,,6,6
6,4,4,177,3,0,,,,,0,0
6,4,4,184,3,1,,,,,1,1
6,4,4,192,3,1,,,,,1,1
6,4,4,198,3,1,,,,,1,1
6,4,4,205,3,2,,,,,2,2
6,4,4,213,3,3,,,,,3,3
6,4,4,219,3,3,4,5,,,4,4.25
6,4,4,226,3,5,6,,,,5.5,5.25
6,4,4,233,3,5,6,,,,5.5,5.5
6,4,4,240,3,6,,,,,6,6
6,4,4,177,4,0,,,,,0,0
6,4,4,184,4,1,,,,,1,1
6,4,4,192,4,1,,,,,1,1
6,4,4,198,4,2,,,,,2,2
6,4,4,205,4,2,,,,,2,2
6,4,4,213,4,2,3,,,,2.5,2.5
6,4,4,219,4,3,4,5,,,4,4.25
6,4,4,226,4,3,5,6,,,4.666666667,5.25
6,4,4,233,4,5,6,,,,5.5,5.25
6,4,4,240,4,6,,,,,6,6
6,4,4,184,5,0,,,,,0,0
6,4,4,192,5,1,,,,,1,1
6,4,4,198,5,2,,,,,2,2
6,4,4,205,5,2,,,,,2,2
6,4,4,213,5,3,,,,,3,3
6,4,4,219,5,3,4,5,,,4,4.25
6,4,4,226,5,5,,,,,5,5
6,4,4,233,5,5,6,,,,5.5,5.75
6,4,4,240,5,6,,,,,6,6
6,4,5,170,1,0,,,,,0,0
6,4,5,177,1,1,,,,,1,1
6,4,5,184,1,1,,,,,1,1
6,4,5,192,1,1,,,,,1,1
6,4,5,198,1,2,,,,,2,2
6,4,5,205,1,2,,,,,2,2
6,4,5,213,1,3,,,,,3,3
6,4,5,219,1,3,4,5,,,4,4.5
6,4,5,226,1,5,,,,,5,5
6,4,5,233,1,5,6,,,,5.5,5.75
6,4,5,240,1,6,,,,,6,6
6,4,5,177,2,0,,,,,0,0
6,4,5,184,2,1,,,,,1,1
6,4,5,192,2,1,,,,,1,1
6,4,5,198,2,1,,,,,1,1
6,4,5,205,2,1,2,,,,1.5,1.5
6,4,5,213,2,2,3,,,,2.5,2.5
6,4,5,219,2,3,4,5,,,4,4.25
6,4,5,226,2,3,5,6,,,4.666666667,5.25
6,4,5,233,2,5,6,,,,5.5,5.5
6,4,5,240,2,5,6,,,,5.5,5.75
6,4,5,247,2,6,,,,,6,6
6,4,5,184,4,0,,,,,0,0
6,4,5,192,4,1,,,,,1,1
6,4,5,198,4,1,2,,,,1.5,1.5
6,4,5,205,4,2,,,,,2,2
6,4,5,213,4,3,,,,,3,3
6,4,5,219,4,3,4,5,,,4,4.25
6,4,5,226,4,5,6,,,,5.5,5.5
6,4,5,170,5,0,,,,,0,0
6,4,5,177,5,1,,,,,1,1
6,4,5,184,5,1,,,,,1,1
6,4,5,192,5,1,,,,,1,1
6,4,5,198,5,1,,,,,1,1
6,4,5,205,5,1,2,,,,1.5,1.5
6,4,5,213,5,2,3,,,,2.5,2.5
6,4,5,219,5,2,3,4,5,,3.5,4
6,4,5,226,5,3,5,6,,,4.666666667,5.25
6,4,5,233,5,5,6,,,,5.5,5.25
6,4,5,240,5,5,6,,,,5.5,5.75
6,4,5,247,5,6,,,,,6,6
6,4,6,170,2,0,,,,,0,0
6,4,6,177,2,1,,,,,1,1
6,4,6,184,2,1,,,,,1,1
6,4,6,192,2,1,,,,,1,1
6,4,6,198,2,2,,,,,2,2
6,4,6,205,2,2,,,,,2,2
6,4,6,213,2,3,,,,,3,3
6,4,6,219,2,3,5,,,,4,4.5
6,4,6,226,2,5,6,,,,5.5,5.25
6,4,6,233,2,5,6,,,,5.5,5.75
6,4,6,240,2,6,,,,,6,6
6,4,6,170,3,1,,,,,1,1
6,4,6,177,3,1,,,,,1,1
6,4,6,184,3,1,,,,,1,1
6,4,6,192,3,2,,,,,2,2
6,4,6,198,3,2,,,,,2,2
6,4,6,205,3,3,,,,,3,3
6,4,6,213,3,3,,,,,3,3
6,4,6,219,3,5,6,,,,5.5,5.25
6,4,6,226,3,5,6,,,,5.5,5.5
6,4,6,233,3,5,6,,,,5.5,5.75
6,4,6,240,3,6,,,,,6,6
6,4,6,170,4,0,,,,,0,0
6,4,6,177,4,1,,,,,1,1
6,4,6,184,4,1,,,,,1,1
6,4,6,192,4,1,,,,,1,1
6,4,6,198,4,1,2,,,,1.5,1.5
6,4,6,205,4,2,3,,,,2.5,2.25
6,4,6,213,4,3,,,,,3,3
6,4,6,219,4,3,5,6,,,4.666666667,5
6,4,6,226,4,5,6,,,,5.5,5.25
6,4,6,233,4,5,6,,,,5.5,5.5
6,4,6,240,4,6,,,,,6,6
6,4,6,170,5,0,,,,,0,0
6,4,6,177,5,1,,,,,1,1
6,4,6,184,5,1,,,,,1,1
6,4,6,192,5,1,2,,,,1.5,1.25
6,4,6,198,5,1,2,,,,1.5,1.5
6,4,6,205,5,2,3,,,,2.5,2.25
6,4,6,213,5,3,,,,,3,3
6,4,6,219,5,3,5,6,,,4.666666667,5
6,4,6,226,5,5,6,,,,5.5,5.25
6,4,6,233,5,5,6,,,,5.5,5.75
6,4,6,240,5,6,,,,,6,6
6,4,7,170,1,0,,,,,0,0
6,4,7,177,1,1,,,,,1,1
6,4,7,184,1,1,,,,,1,1
6,4,7,192,1,1,,,,,1,1
6,4,7,198,1,2,,,,,2,2
6,4,7,205,1,2,,,,,2,2
6,4,7,213,1,3,,,,,3,3
6,4,7,219,1,3,4,5,,,4,4.5
6,4,7,226,1,3,5,6,,,4.666666667,5.25
6,4,7,233,1,5,6,,,,5.5,5.75
6,4,7,240,1,6,,,,,6,6
6,4,7,170,2,0,,,,,0,0
6,4,7,177,2,1,,,,,1,1
6,4,7,184,2,1,,,,,1,1
6,4,7,192,2,1,,,,,1,1
6,4,7,198,2,1,2,,,,1.5,1.5
6,4,7,205,2,1,2,,,,1.5,1.75
6,4,7,213,2,2,3,,,,2.5,2.25
6,4,7,219,2,3,4,5,,,4,4
6,4,7,226,2,3,5,6,,,4.666666667,5.25
6,4,7,233,2,3,5,6,,,4.666666667,5.5
6,4,7,240,2,5,6,,,,5.5,5.5
6,4,7,247,2,5,6,,,,5.5,5.5
6,4,7,170,3,0,,,,,0,0
6,4,7,177,3,1,,,,,1,1
6,4,7,184,3,1,,,,,1,1
6,4,7,192,3,1,,,,,1,1
6,4,7,198,3,1,,,,,1,1
6,4,7,205,3,2,,,,,2,2
6,4,7,213,3,2,,,,,2,2
6,4,7,219,3,3,5,6,,,4.666666667,5.5
6,4,7,226,3,3,5,6,,,4.666666667,5.5
6,4,7,233,3,5,6,,,,5.5,5.5
6,4,7,240,3,5,6,,,,5.5,5.75
6,4,7,247,3,6,,,,,6,6
6,4,7,177,4,0,,,,,0,0
6,4,7,184,4,1,,,,,1,1
6,4,7,192,4,1,,,,,1,1
6,4,7,198,4,1,,,,,1,1
6,4,7,205,4,2,,,,,2,2
6,4,7,213,4,3,,,,,3,3
6,4,7,233,4,5,6,,,,5.5,5.75
6,4,7,240,4,6,,,,,6,6
6,4,7,177,5,0,,,,,0,0
6,4,7,184,5,1,,,,,1,1
6,4,7,192,5,1,,,,,1,1
6,4,7,198,5,1,,,,,1,1
6,4,7,205,5,1,2,,,,1.5,1.5
6,4,7,213,5,2,3,,,,2.5,2.75
6,4,7,219,5,3,4,5,,,4,4
6,4,7,226,5,3,5,6,,,4.666666667,5.25
6,4,7,233,5,5,6,,,,5.5,5.75
6,4,7,240,5,5,6,,,,5.5,5.75
6,4,7,247,5,6,,,,,6,6
6,4,8,177,1,0,,,,,0,0
6,4,8,184,1,1,,,,,1,1
6,4,8,192,1,1,,,,,1,1
6,4,8,198,1,1,,,,,1,1
6,4,8,205,1,1,2,,,,1.5,1.5
6,4,8,213,1,2,3,,,,2.5,2.25
6,4,8,219,1,3,4,5,6,,4.5,4.75
6,4,8,226,1,3,5,6,,,4.666666667,5.25
6,4,8,233,1,5,6,,,,5.5,5.25
6,4,8,240,1,5,6,,,,5.5,5.5
6,4,8,247,1,5,6,,,,5.5,5.75
6,4,8,177,2,0,,,,,0,0
6,4,8,184,2,1,,,,,1,1
6,4,8,192,2,1,,,,,1,1
6,4,8,198,2,1,,,,,1,1
6,4,8,205,2,1,2,,,,1.5,1.5
6,4,8,213,2,2,3,,,,2.5,2.25
6,4,8,219,2,2,3,4,5,,3.5,3
6,4,8,226,2,3,5,6,,,4.666666667,5.5
6,4,8,233,2,5,6,,,,5.5,5.75
6,4,8,240,2,5,6,,,,5.5,5.75
6,4,8,247,2,5,6,,,,5.5,5.75
6,4,8,170,3,0,,,,,0,0
6,4,8,177,3,1,,,,,1,1
6,4,8,184,3,1,,,,,1,1
6,4,8,192,3,1,2,,,,1.5,1.25
6,4,8,198,3,2,,,,,2,2
6,4,8,205,3,2,3,,,,2.5,2.75
6,4,8,213,3,3,,,,,3,3
6,4,8,219,3,3,5,6,,,4.666666667,5.5
6,4,8,226,3,5,6,,,,5.5,5.5
6,4,8,233,3,5,6,,,,5.5,5.75
6,4,8,240,3,5,6,,,,5.5,5.75
6,4,8,247,3,6,,,,,6,6
6,4,8,177,4,0,,,,,0,0
6,4,8,184,4,1,,,,,1,1
6,4,8,192,4,1,,,,,1,1
6,4,8,198,4,1,2,,,,1.5,1.25
6,4,8,205,4,1,2,,,,1.5,1.25
6,4,8,213,4,2,3,,,,2.5,2.5
6,4,8,219,4,3,4,5,,,4,4.25
6,4,8,226,4,3,5,,,,4,4.75
6,4,8,233,4,5,6,,,,5.5,5.25
6,4,8,240,4,5,6,,,,5.5,5.5
6,4,8,247,4,5,6,,,,5.5,5.5
6,4,8,170,5,0,,,,,0,0
6,4,8,177,5,1,,,,,1,1
6,4,8,184,5,1,,,,,1,1
6,4,8,192,5,1,,,,,1,1
6,4,8,198,5,2,,,,,2,2
6,4,8,205,5,2,,,,,2,2
6,4,8,213,5,3,,,,,3,3
6,4,8,219,5,3,5,,,,4,4.5
6,4,8,226,5,5,6,,,,5.5,5.25
6,4,8,233,5,5,6,,,,5.5,5.75
6,4,8,240,5,6,,,,,6,6
6,4,9,177,1,0,,,,,0,0
6,4,9,184,1,1,,,,,1,1
6,4,9,192,1,1,,,,,1,1
6,4,9,198,1,1,,,,,1,1
6,4,9,205,1,1,2,,,,1.5,1.25
6,4,9,213,1,3,,,,,3,3
6,4,9,219,1,2,3,4,5,,3.5,4
6,4,9,226,1,3,5,6,,,4.666666667,5.25
6,4,9,233,1,5,6,,,,5.5,5.25
6,4,9,240,1,5,6,,,,5.5,5.5
6,4,9,247,1,6,,,,,6,6
6,4,9,177,2,0,,,,,0,0
6,4,9,184,2,1,,,,,1,1
6,4,9,192,2,1,,,,,1,1
6,4,9,198,2,2,,,,,2,2
6,4,9,205,2,3,,,,,3,3
6,4,9,213,2,3,,,,,3,3
6,4,9,219,2,3,5,,,,4,4.75
6,4,9,226,2,5,6, ,,,5.5,5.25
6,4,9,233,2,5,6,,,,5.5,5.75
6,4,9,240,2,6,,,,,6,6
6,4,9,177,3,0,,,,,0,0
6,4,9,184,3,1,,,,,1,1
6,4,9,192,3,1,,,,,1,1
6,4,9,198,3,2,,,,,2,2
6,4,9,205,3,3,,,,,3,3
6,4,9,213,3,3,,,,,3,3
6,4,9,219,3,3,5,,,,4,4.75
6,4,9,226,3,5,6,,,,5.5,5.5
6,4,9,233,3,6,,,,,6,6
6,4,9,177,4,0,,,,,0,0
6,4,9,184,4,1,,,,,1,1
6,4,9,192,4,1,,,,,1,1
6,4,9,198,4,1,,,,,1,1
6,4,9,205,4,1,,,,,1,1
6,4,9,213,4,2,,,,,2,2
6,4,9,219,4,2,3,4,,,3,3
6,4,9,226,4,3,5,,,,4,4.75
6,4,9,233,4,3,5,,,,4,4.75
6,4,9,240,4,5,,,,,5,5
6,4,9,247,4,5,6,,,,5.5,5.25
6,4,9,170,5,0,,,,,0,0
6,4,9,177,5,1,,,,,1,1
6,4,9,184,5,1,,,,,1,1
6,4,9,192,5,1,,,,,1,1
6,4,9,198,5,1,2,,,,1.5,1.25
6,4,9,205,5,1,2,3,,,2,2
6,4,9,213,5,2,3,,,,2.5,2.5
6,4,9,219,5,2,3,4,5,,3.5,4.75
6,4,9,226,5,3,5,6,,,4.666666667,5
6,4,9,233,5,5,6,,,,5.5,5.5
6,4,9,240,5,5,6,,,,5.5,5.75
6,4,9,247,5,5,6,,,,5.5,5.75
6,4,10,170,1,0,,,,,0,0
6,4,10,177,1,1,,,,,1,1
6,4,10,184,1,1,,,,,1,1
6,4,10,192,1,1,,,,,1,1
